Item;Smu1_V(1)(1);Smu1_I(1)(1);Smu1_R(1)(1);Smu1_Time(1)(1);
1;0,75;0,000302392727462575;2480,21826171875;30,107421875;
2;0,740000009536743;0,000279691215837374;2645,77490234375;40,1748046875;
3;0,730000019073486;0,000264580798102543;2759,08154296875;50,2451171875;
4;0,720000028610229;0,000252966943662614;2846,22192382813;60,314453125;
5;0,709999978542328;0,000242637761402875;2926,17260742188;70,3828125;
6;0,699999988079071;0,000233094106079079;3003,07885742188;80,4501953125;
7;0,689999997615814;0,000224459508899599;3074,05102539063;90,51953125;
8;0,680000007152557;0,000215669584576972;3152,97119140625;100,587890625;
9;0,670000016689301;0,000207565084565431;3227,9033203125;110,658203125;
10;0,660000026226044;0,00020001590019092;3299,73779296875;120,7275390625;
11;0,649999976158142;0,000192665131180547;3373,72924804688;130,7978515625;
12;0,639999985694885;0,000185515542398207;3449,845703125;140,8671875;
13;0,629999995231628;0,000178362141014077;3532,1396484375;150,9375;
14;0,620000004768372;0,000171555235283449;3613,99633789063;161,0078125;
15;0,610000014305115;0,000164911703905091;3698,94921875;171,076171875;
16;0,600000023841858;0,00015847671602387;3786,04516601563;181,14453125;
17;0,589999973773956;0,000151987056597136;3881,90942382813;191,2138671875;
18;0,579999983310699;0,00014586525503546;3976,2724609375;201,2822265625;
19;0,569999992847443;0,000140009477036074;4071,15283203125;211,3525390625;
20;0,560000002384186;0,000134421061375178;4166,013671875;221,4208984375;
21;0,550000011920929;0,000128926680190489;4265,99072265625;231,48828125;
22;0,540000021457672;0,00012355056242086;4370,68017578125;241,55859375;
23;0,529999971389771;0,000118431860755663;4475,14697265625;251,62890625;
24;0,519999980926514;0,000113482397864573;4582,20849609375;261,6982421875;
25;0,509999990463257;0,000108711108623538;4691,3330078125;271,767578125;
26;0,5;0,000104050675872713;4805,35107421875;281,8369140625;
27;0,490000009536743;0,000100460274552461;4877,5498046875;301,9541015625;
28;0,479999989271164;9,59139288170263E-05;5004,48681640625;312,0234375;
29;0,469999998807907;9,16416829568334E-05;5128,67041015625;322,09375;
30;0,46000000834465;8,76897101989016E-05;5245,76953125;332,1630859375;
31;0,449999988079071;8,39830754557624E-05;5358,22216796875;342,2333984375;
32;0,439999997615814;8,03624425316229E-05;5475,1943359375;352,30078125;
33;0,430000007152557;7,69391699577682E-05;5588,8310546875;362,369140625;
34;0,419999986886978;7,35781650291756E-05;5708,21484375;372,4375;
35;0,409999996423721;7,04052945366129E-05;5823,42578125;382,5068359375;
36;0,400000005960464;6,73579925205559E-05;5938,41943359375;392,5751953125;
37;0,389999985694885;6,45335967419669E-05;6043,36376953125;402,6435546875;
38;0,379999995231628;6,17465120740235E-05;6154,19384765625;412,7119140625;
39;0,370000004768372;5,90234049013816E-05;6268,69970703125;422,7822265625;
40;0,360000014305115;5,65229711355641E-05;6369,09228515625;432,8525390625;
41;0,349999994039536;5,41142726433463E-05;6467,79443359375;442,921875;
42;0,340000003576279;5,17008338647429E-05;6576,29638671875;452,9921875;
43;0,330000013113022;4,94204832648393E-05;6677,3935546875;463,060546875;
44;0,319999992847443;4,72042702313047E-05;6779,04736328125;473,130859375;
45;0,310000002384186;4,50744009867776E-05;6877,51806640625;483,201171875;
46;0,300000011920929;4,30022992077284E-05;6976,37158203125;493,2685546875;
47;0,28999999165535;4,0932216506917E-05;7084,8837890625;503,3388671875;
48;0,280000001192093;3,89496708521619E-05;7188,76416015625;513,4072265625;
49;0,270000010728836;3,69966728612781E-05;7297,9541015625;523,474609375;
50;0,259999990463257;3,50863811036106E-05;7410,2822265625;533,544921875;
51;0,25;3,32392810378224E-05;7521,2216796875;543,6142578125;
52;0,239999994635582;3,14237659040373E-05;7637,53125;553,68359375;
53;0,230000004172325;2,97005644824822E-05;7743,9609375;563,7509765625;
54;0,219999998807907;2,8016947908327E-05;7852,39013671875;573,8203125;
55;0,209999993443489;2,63737765635597E-05;7962,45458984375;583,888671875;
56;0,200000002980232;2,48119049501838E-05;8060,64697265625;593,9609375;
57;0,189999997615814;2,32209422392771E-05;8182,26904296875;604,03125;
58;0,180000007152557;2,17528777284315E-05;8274,767578125;614,1015625;
59;0,170000001788139;2,03699491976295E-05;8345,626953125;624,171875;
60;0,159999996423721;1,89000638783909E-05;8465,580078125;634,2412109375;
61;0,150000005960464;1,7464744814788E-05;8588,7314453125;644,310546875;
62;0,140000000596046;1,60294857778354E-05;8733,904296875;654,3798828125;
63;0,129999995231628;1,4674096746603E-05;8859,1484375;664,44921875;
64;0,119999997317791;1,33491503220284E-05;8989,3359375;674,51953125;
65;0,109999999403954;1,20293898362434E-05;9144,2705078125;684,587890625;
66;0,100000001490116;1,07665046016336E-05;9288,0654296875;694,658203125;
67;0,0900000035762787;1,48485842146329E-05;6061,18408203125;734,8916015625;
68;0,0799999982118607;1,21329194371356E-05;6593,63134765625;744,9609375;
69;0,0700000002980232;1,01169698609738E-05;6919,06787109375;755,0322265625;
70;0,0599999986588955;1,29838817883865E-05;4621,1142578125;795,2509765625;
71;0,0500000007450581;1,01872483355692E-05;4908,0966796875;805,3212890625;
72;0,0399999991059303;9,91146043816116E-06;4035,73217773438;825,4404296875;
73;0,0299999993294477;7,40185396352899E-06;4053,03857421875;835,5107421875;
74;0,0199999995529652;5,42801126357517E-06;3684,59057617188;845,580078125;
75;0,00999999977648258;3,64409243047703E-06;2744,16748046875;855,6494140625;
76;0;1,98543307305954E-06;0;865,7197265625;
77;-0,00999999977648258;5,18695014761761E-06;-1927,91516113281;905,955078125;
78;-0,0199999995529652;2,3543041152152E-06;-8495,0791015625;916,0224609375;
79;-0,0299999993294477;4,0557488318882E-06;-7396,90771484375;956,2529296875;
80;-0,0399999991059303;1,24668360967917E-06;-32085,125;966,3232421875;
81;-0,0500000007450581;8,16435203887522E-07;-61241,84765625;986,4423828125;
82;-0,0599999986588955;9,67340042734577E-07;-62025,7578125;1016,5888671875;
83;-0,0700000002980232;-1,46091633723699E-06;47915,1328125;1026,658203125;
84;-0,0799999982118607;-3,35068193635379E-06;23875,736328125;1036,7265625;
85;-0,0900000035762787;-4,93875040774583E-06;18223,234375;1046,7958984375;
86;-0,100000001490116;-6,31769080428057E-06;15828,568359375;1056,86328125;
87;-0,109999999403954;-7,49664559407393E-06;14673,2294921875;1066,9267578125;
88;-0,119999997317791;-8,49969728733413E-06;14118,1494140625;1076,986328125;
89;-0,129999995231628;-9,4237311714096E-06;13794,9599609375;1087,041015625;
90;-0,140000000596046;-6,62925731376163E-06;21118,50390625;1117,189453125;
91;-0,150000005960464;-6,48003515379969E-06;23148,0234375;1137,3095703125;
92;-0,159999996423721;-7,55174551159143E-06;21187,154296875;1147,3759765625;
93;-0,170000001788139;-8,31235684017884E-06;20451,48046875;1157,4404296875;
94;-0,180000007152557;-8,90011142473668E-06;20224,466796875;1167,5029296875;
95;-0,189999997615814;-9,39051005843794E-06;20233,193359375;1177,5615234375;
96;-0,200000002980232;-9,81908033281798E-06;20368,505859375;1187,6162109375;
97;-0,209999993443489;-1,0215940164926E-05;20556,111328125;1197,6669921875;
98;-0,219999998807907;-8,30528006190434E-06;26489,171875;1227,814453125;
99;-0,230000004172325;-8,02235445007682E-06;28669,888671875;1247,9345703125;
100;-0,239999994635582;-8,52435186970979E-06;28154,6328125;1258,0029296875;
101;-0,25;-8,91308263817336E-06;28048,658203125;1268,0703125;
102;-0,259999990463257;-9,24062987905927E-06;28136,609375;1278,134765625;
103;-0,270000010728836;-9,51400943449698E-06;28379,203125;1288,1982421875;
104;-0,280000001192093;-9,75257171376143E-06;28710,376953125;1298,2578125;
105;-0,28999999165535;-9,97743973130127E-06;29065,572265625;1308,3134765625;
106;-0,300000011920929;-1,02004105428932E-05;29410,58203125;1318,3681640625;
107;-0,310000002384186;-9,02051760931499E-06;34366,09765625;1348,515625;
108;-0,319999992847443;-8,86673569766572E-06;36089,9453125;1368,6357421875;
109;-0,330000013113022;-9,23575225897366E-06;35730,71484375;1378,701171875;
110;-0,340000003576279;-9,53413200477371E-06;35661,34765625;1388,7666015625;
111;-0,349999994039536;-9,8458176580607E-06;35548,08984375;1398,830078125;
112;-0,360000014305115;-1,01541227195412E-05;35453,58203125;1408,88671875;
113;-0,370000004768372;-9,58370856096735E-06;38607,18359375;1439,03515625;
114;-0,379999995231628;-1,00261058832984E-05;37901,0546875;1449,1044921875;
115;-0,389999985694885;-1,04275004559895E-05;37401,1015625;1459,173828125;
116;-0,400000005960464;-1,08578888102784E-05;36839,57421875;1469,2431640625;
117;-0,409999996423721;-1,12762127173482E-05;36359,7265625;1479,3134765625;
118;-0,419999986886978;-1,17280278573162E-05;35811,6484375;1489,384765625;
119;-0,430000007152557;-1,21789644254022E-05;35306,77734375;1499,453125;
120;-0,439999997615814;-1,26594350149389E-05;34756,68359375;1509,521484375;
121;-0,449999988079071;-1,31730876091751E-05;34160,5546875;1519,5908203125;
122;-0,46000000834465;-1,37037823151331E-05;33567,375;1529,66015625;
123;-0,469999998807907;-1,43445186040481E-05;32765,12890625;1539,728515625;
124;-0,479999989271164;-1,50055739140953E-05;31988,11328125;1549,796875;
125;-0,490000009536743;-1,54454482981237E-05;31724,556640625;1559,8642578125;
126;-0,5;-1,59991286636796E-05;31251,701171875;1569,9326171875;
127;-0,509999990463257;-1,65685451065656E-05;30781,216796875;1580,00390625;
128;-0,519999980926514;-1,71290139405755E-05;30357,84765625;1590,07421875;
129;-0,529999971389771;-1,77092897502007E-05;29927,79296875;1600,1435546875;
130;-0,540000021457672;-1,8317765352549E-05;29479,580078125;1610,212890625;
131;-0,550000011920929;-1,89767943084007E-05;28982,767578125;1620,283203125;
132;-0,560000002384186;-1,96896580746397E-05;28441,326171875;1630,353515625;
133;-0,569999992847443;-2,03985036932863E-05;27943,2265625;1640,4228515625;
134;-0,579999983310699;-2,09792269743048E-05;27646,39453125;1650,4921875;
135;-0,589999973773956;-2,16267217183486E-05;27281,064453125;1660,560546875;
136;-0,600000023841858;-2,23075512622017E-05;26896,72265625;1670,630859375;
137;-0,610000014305115;-2,30623772949912E-05;26450,005859375;1680,7001953125;
